seq,number,name,algorithm,algorithm_id,information,correct_user,submission_cnt,correct_rate,level,avg_try,time_limit,memory_limit
7489,5949,Adding Commas,문자열,158,"출처,다국어,분류",172,252,73.82,4,1.35,1 초,128 MB
7490,6581,HTML,"문자열,파싱","158,96","스페셜 저지,출처,다국어,분류",162,1633,26.776999999999997,10,3.73,1 초,128 MB
7491,9342,염색체,"문자열,정규 표현식","158,63","출처,다국어,분류",161,275,70.306,6,1.42,2 초,64 MB
7492,17164,Rainbow Beads,"문자열,두 포인터,슬라이딩 윈도우","158,80,68","서브태스크,출처,다국어,분류",146,357,49.324,7,2.03,1 초 (추가 시간 없음),1024 MB
7493,20114,미아 노트,문자열,158,"출처,분류",146,197,82.486,6,1.21,1 초,256 MB
7494,11046,팰린드롬??,"문자열,매내처","158,44",분류,145,747,30.655,16,3.26,1 초,256 MB
7495,12104,순환 순열,"문자열,KMP","158,40",분류,145,376,54.924,16,1.82,2 초,512 MB
7496,5177,출력 형식이 잘못되었습니다,"문자열,파싱","158,96","출처,다국어,분류",143,479,39.394,8,2.54,1 초,128 MB
7497,15238,Pirates,문자열,158,"출처,다국어,분류",140,219,71.429,4,1.4,2 초,512 MB
7498,19564,반복,문자열,158,"출처,분류",137,250,62.843999999999994,5,1.59,1 초,256 MB
7499,2922,즐거운 단어,"문자열,브루트포스 알고리즘,백트래킹","158,125,5","출처,다국어,분류",135,387,46.233000000000004,12,2.16,1 초,128 MB
7500,18269,Where Am I?,"문자열,브루트포스 알고리즘","158,125","출처,다국어,분류",133,325,51.55,5,1.95,1 초,512 MB
7501,1097,마법의 단어,"문자열,브루트포스 알고리즘,KMP","158,125,40",분류,132,531,35.676,16,2.8,2 초,512 MB
7502,5534,간판,문자열,158,"출처,다국어,분류",130,327,47.273,6,2.12,1 초,256 MB
7503,13216,Badminton,문자열,158,"출처,다국어,분류",126,176,75.449,5,1.33,1 초,64 MB
7504,13576,Prefix와 Suffix,"문자열,접미사 배열과 LCP 배열,Z","158,77,83",분류,123,494,31.378,19,3.2,2 초,512 MB
7505,11269,Cryptographer’s Conundrum,문자열,158,"출처,다국어,분류",120,148,89.552,4,1.12,1 초,256 MB
7506,6550,부분 문자열,문자열,158,"출처,다국어,분류",115,467,41.367,6,2.43,1 초,128 MB
7507,10413,반복되는 부분 문자열,"문자열,접미사 배열과 LCP 배열","158,77","출처,다국어,분류",115,317,59.585,18,1.68,5 초,256 MB
7508,13713,문자열과 쿼리,"문자열,이분 탐색,해싱,Z","158,12,8,83",분류,114,535,38.644,15,2.59,2 초,512 MB
7509,16163,#15164번_제보,"문자열,매내처","158,44",분류,109,366,36.333,16,2.75,1 초,512 MB
7510,16755,Magnus,문자열,158,"출처,다국어,분류",107,202,58.47,5,1.71,1 초,512 MB
7511,3356,라디오 전송,"문자열,KMP","158,40","출처,다국어,분류",106,198,68.387,17,1.46,1 초,128 MB
7512,1802,종이 접기,"문자열,분할 정복","158,24",분류,101,377,33.007,9,3.03,2 초,128 MB
7513,16570,앞뒤가 맞는 수열,"문자열,KMP","158,40","출처,분류",100,281,46.948,15,2.13,2 초 (추가 시간 없음),128 MB
7514,18270,Livestock Lineup,"문자열,브루트포스 알고리즘,백트래킹","158,125,5","출처,다국어,분류",90,175,67.164,9,1.49,1 초,512 MB
7515,15104,Odd Palindrome,문자열,158,"출처,다국어,분류",90,147,73.77,4,1.36,1 초,512 MB
7516,14748,Flow Graph Complexity,"문자열,파싱","158,96","출처,다국어,분류",88,1190,12.902999999999999,18,7.75,1 초,512 MB
7517,20191,줄임말,"문자열,이분 탐색,두 포인터","158,12,80","서브태스크,출처,분류",87,365,41.626999999999995,13,2.4,1 초,512 MB
7518,11609,Class Time,"문자열,정렬","158,97","출처,다국어,분류",86,169,58.503,6,1.71,2 초,256 MB
7519,10491,Quite a problem,"문자열,정규 표현식","158,63","출처,다국어,분류",84,176,54.902,4,1.82,2 초,256 MB
7520,14959,Slot Machines,"문자열,KMP","158,40","출처,다국어,분류",84,330,31.461,18,3.18,2 초,512 MB
7521,1622,공통 순열,"문자열,정렬","158,97","출처,다국어,분류",83,548,19.904,7,5.02,2 초,128 MB
7522,10747,Censoring,"문자열,KMP","158,40","출처,다국어,분류",81,618,23.546999999999997,18,4.25,1 초,256 MB
7523,8371,Dyslexia,문자열,158,"출처,다국어,분류",78,92,92.85700000000001,4,1.08,1 초,128 MB
7524,8387,Dyslexia,문자열,158,"출처,다국어,분류",78,143,59.542,4,1.68,1 초,128 MB
7525,9229,단어 사다리,문자열,158,"출처,다국어,분류",78,186,59.091,5,1.69,1 초,128 MB
7526,14528,Bovine Genomics (Silver),"문자열,브루트포스 알고리즘","158,125","출처,다국어,분류",76,153,60.8,9,1.64,2 초,512 MB
7527,20437,문자열 게임 2,"문자열,슬라이딩 윈도우","158,68","출처,분류",76,177,55.882,11,1.79,1 초,1024 MB
7528,18412,文字列の反転,문자열,158,"출처,다국어,분류",74,118,71.845,4,1.39,2 초,512 MB
7529,10096,세 친구,문자열,158,"출처,다국어,분류",73,356,27.546999999999997,12,3.63,1 초,256 MB
7530,16900,이름 정하기,"문자열,KMP,Z","158,40,83",분류,73,258,38.83,15,2.58,2 초,512 MB
7531,7790,Joke,문자열,158,"출처,다국어,분류",71,159,51.825,4,1.93,2 초,128 MB
7532,3789,Hidden Password,"문자열,접미사 배열과 LCP 배열","158,77","출처,다국어,분류",67,205,54.032,19,1.85,2 초,128 MB
7533,6206,Milk Patterns,"문자열,이분 탐색,해싱,접미사 배열과 LCP 배열,라빈–카프","158,12,8,77,61","출처,다국어,분류",64,226,40.764,18,2.45,1 초,128 MB
7534,1050,물약,"문자열,파싱","158,96",분류,63,1244,10.032,15,9.97,2 초,128 MB
7535,3300,무어 기계,"문자열,파싱,정규 표현식","158,96,63","출처,다국어,분류",60,463,26.785999999999998,14,3.73,1 초,128 MB
7536,2183,테니스 시합,문자열,158,"출처,다국어,분류",59,156,57.282,4,1.75,2 초,128 MB
7537,4096,팰린드로미터,"문자열,브루트포스 알고리즘","158,125","출처,다국어,분류",59,140,56.731,6,1.76,1 초,128 MB
7538,3779,주기,"문자열,해싱,KMP","158,8,40","출처,다국어,분류",58,164,46.4,16,2.16,1 초,128 MB
7539,11773,ESEJ,"문자열,무작위화","158,115","스페셜 저지,출처,다국어,분류",57,144,52.778,6,1.89,1 초,64 MB
7540,17548,Greetings!,문자열,158,"출처,다국어,분류",57,69,89.06200000000001,4,1.12,1 초 (추가 시간 없음),512 MB
7541,11760,Mastering Mastermind,문자열,158,"출처,다국어,분류",53,171,38.686,4,2.58,1 초,256 MB
7542,20129,뒤집힌 계산기,"문자열,파싱","158,96","출처,분류",49,128,41.88,13,2.39,1 초,1024 MB
7543,4568,LRU Caching,문자열,158,"출처,다국어,분류",48,151,40.0,11,2.5,1 초,128 MB
7544,1498,주기문,"문자열,KMP","158,40",분류,47,183,45.631,17,2.19,2 초,128 MB
7545,3691,컴퓨터 조립,"문자열,이분 탐색,파싱","158,12,96","출처,다국어,분류",47,151,37.903,11,2.64,1 초,128 MB
7546,16229,반복 패턴,"문자열,Z","158,83","출처,분류",46,350,19.167,16,5.22,1 초 (추가 시간 없음),1024 MB
7547,3978,Hacking,"문자열,브루트포스 알고리즘,해싱,라빈–카프","158,125,8,61","스페셜 저지,출처,다국어,분류",45,353,20.833000000000002,11,4.8,1 초,512 MB
7548,4483,“Robot Roll Call – Cambot...Servo...Gypsy...Croooow”,문자열,158,"출처,다국어,분류",45,84,60.81100000000001,5,1.64,1 초,128 MB
7549,11149,Decode the Message,문자열,158,"출처,다국어,분류",45,64,73.77,5,1.36,1 초,256 MB
7550,15776,Winter Olympic Games,"문자열,접미사 배열과 LCP 배열","158,77","서브태스크,스페셜 저지,출처,다국어,분류",45,429,22.059,20,4.53,5 초 (추가 시간 없음),1024 MB
7551,16310,Game Night,"문자열,누적 합,슬라이딩 윈도우","158,139,68","출처,다국어,분류",45,67,70.312,13,1.42,1 초,512 MB
7552,18679,Banana,문자열,158,"출처,다국어,분류",45,122,50.562,4,1.98,2 초,512 MB
7553,13945,Appearance Analysis,"문자열,브루트포스 알고리즘","158,125","출처,다국어,분류",43,57,84.314,9,1.19,1 초,512 MB
7554,14525,Bovine Genomics (Gold),"문자열,이분 탐색","158,12","출처,다국어,분류",42,148,38.532,18,2.6,2 초,512 MB
7555,3826,스타일리시,"문자열,브루트포스 알고리즘","158,125","출처,다국어,분류",39,90,69.643,8,1.44,1 초,128 MB
7556,16890,창업,문자열,158,분류,39,414,17.180999999999997,12,5.82,1 초,512 MB
7557,17091,단어 시계,"문자열,Case work","158,137",분류,39,119,36.111,4,2.77,0.5 초 (추가 시간 없음),512 MB
7558,12607,T9 Spelling (Small),문자열,158,"출처,다국어,분류",37,60,63.793,5,1.57,5 초,512 MB
7559,12608,T9 Spelling (Large),문자열,158,"출처,다국어,분류",37,58,66.071,5,1.51,5 초,512 MB
7560,6580,쿼드 트리,"문자열,분할 정복,파싱,재귀","158,24,96,62","출처,다국어,분류",35,145,31.818,8,3.14,1 초,128 MB
7561,11771,What’s on the Grille?,문자열,158,"출처,다국어,분류",35,100,60.345,5,1.66,1 초,256 MB
7562,7587,Anagrams,"문자열,정렬","158,97","출처,다국어,분류",34,95,66.667,7,1.5,1 초,128 MB
7563,10290,Word Search,"문자열,KMP","158,40","출처,다국어,분류",34,158,32.692,16,3.06,1 초,256 MB
7564,20973,Uddered but not Herd,문자열,158,"출처,다국어,분류",34,49,85.0,5,1.18,1 초,512 MB
7565,3518,공백왕 빈-칸,문자열,158,"출처,다국어,분류",33,154,32.353,6,3.09,1 초,128 MB
7566,5987,String Function Encoding,문자열,158,"출처,다국어,분류",33,43,91.667,5,1.09,1 초,128 MB
7567,20216,Ducky Debugging,문자열,158,"출처,다국어,인터랙티브,분류",33,131,34.021,4,2.94,1 초,512 MB
7568,8965,Circular Sequence,문자열,158,"출처,다국어,분류",32,39,84.211,4,1.19,1 초,128 MB
7569,17844,복붙하기,"문자열,이분 탐색,해싱,라빈–카프","158,12,8,61","출처,다국어,분류",32,257,18.079,19,5.1,2 초,512 MB
7570,3952,Mystery,문자열,158,"출처,다국어,분류",31,83,43.056000000000004,6,2.32,1 초,128 MB
7571,4459,Always Follow the Rules in Zombieland,문자열,158,"출처,다국어,분류",31,70,52.542,4,1.9,1 초,128 MB
7572,8235,Prefixuffix,"문자열,해싱,매내처","158,8,44","출처,다국어,분류",30,103,35.714,24,2.8,3 초,512 MB
7573,11158,Angry Grammar Nazi,문자열,158,"출처,다국어,분류",29,63,55.769,4,1.79,1 초,256 MB
7574,16300,H to O,"문자열,파싱","158,96","출처,다국어,분류",29,50,67.442,7,1.48,1 초,512 MB
7575,13989,Abbreviation,"문자열,파싱","158,96","출처,다국어,분류",28,176,35.443000000000005,14,2.82,1 초,512 MB
7576,16103,Drawn and Quartered,문자열,158,"출처,다국어,분류",28,46,60.87,4,1.64,2 초,512 MB
7577,15454,Standing Out from the Herd,"문자열,접미사 배열과 LCP 배열","158,77","출처,다국어,분류",27,128,40.299,21,2.48,2 초,512 MB
7578,13587,huaauhahhuahau,문자열,158,"출처,다국어,분류",25,32,83.333,4,1.2,1 초,512 MB
7579,5044,코드 절도,"문자열,접미사 배열과 LCP 배열","158,77","출처,다국어,분류",24,347,11.538,20,8.67,1 초,128 MB
7580,9548,무제,문자열,158,"출처,다국어,분류",24,130,29.63,8,3.38,10 초,256 MB
7581,17233,문자열 장식,"문자열,두 포인터,KMP","158,80,40","서브태스크,출처,분류",24,146,34.286,18,2.92,2 초,512 MB
7582,18813,Divisionals Spelling,문자열,158,"출처,다국어,분류",24,30,82.759,4,1.21,1 초,512 MB
7583,6503,망가진 키보드,"문자열,두 포인터","158,80","출처,다국어,분류",23,76,42.593,9,2.35,1 초,128 MB
7584,8189,Antisymmetry,"문자열,매내처","158,44","출처,다국어,분류",23,53,58.974,19,1.7,3 초,512 MB
7585,2020,부분 염기서열,문자열,158,분류,22,161,24.444000000000003,15,4.09,2 초,16 MB
7586,3864,Stammering Aliens,"문자열,이분 탐색,접미사 배열과 LCP 배열","158,12,77","출처,다국어,분류",22,127,20.183,19,4.95,1 초,128 MB
7587,14040,Hidden Palindrome,"문자열,브루트포스 알고리즘","158,125","출처,다국어,분류",22,25,91.667,5,1.09,2 초,512 MB
7588,16908,가장 긴 공통 부분 문자열,"문자열,해싱,접미사 배열과 LCP 배열","158,8,77",분류,22,216,15.385,18,6.5,2 초,512 MB
7589,12889,특별한 문자열,문자열,158,분류,21,96,31.818,13,3.14,2 초,512 MB
7590,13403,Infallibly Crack Perplexing Cryptarithm,"문자열,파싱","158,96","출처,다국어,분류",21,88,36.207,20,2.76,2 초,512 MB
7591,20104,Timecard,문자열,158,"서브태스크,출처,다국어,언어 제한,함수 구현,분류",21,68,32.812,4,3.05,1 초,512 MB
7592,16415,Repeated Substrings,"문자열,접미사 배열과 LCP 배열","158,77","출처,다국어,분류",20,39,51.282,17,1.95,2 초,512 MB
7593,6766,Big Bang Secrets,문자열,158,"출처,다국어,분류",19,23,95.0,4,1.05,2 초,512 MB
7594,6993,Shift Letters,문자열,158,"출처,다국어,분류",19,23,86.36399999999999,4,1.16,1 초,128 MB
7595,13012,접미사 배열 1,"문자열,접미사 배열과 LCP 배열","158,77",분류,19,69,38.775999999999996,16,2.58,2 초,512 MB
7596,16446,Enigma,문자열,158,"출처,다국어,분류",19,21,90.476,4,1.11,2 초,512 MB
7597,16605,Equality Control,"문자열,파싱,작은 집합에서 큰 집합으로 합치는 테크닉","158,96,169","출처,다국어,분류",19,62,34.545,21,2.89,2 초,512 MB
7598,16907,서로 다른 부분 문자열 쿼리 2,"문자열,오프라인 쿼리,접미사 배열과 LCP 배열","158,123,77",분류,19,56,42.222,22,2.37,1 초,512 MB
7599,18171,ABB,"문자열,매내처","158,44","출처,다국어,분류",19,47,44.18600000000001,17,2.26,2 초,512 MB
7600,20959,Šifra,"문자열,파싱","158,96","출처,다국어,분류",19,26,82.609,4,1.21,1 초,512 MB
7601,3428,Casting Spells,"문자열,매내처","158,44","출처,다국어,분류",18,156,19.355,19,5.17,1 초,128 MB
7602,12917,문자열 함수 계산,"문자열,접미사 배열과 LCP 배열","158,77",분류,18,106,56.25,20,1.78,2 초,512 MB
7603,3492,Glass Beads,"문자열,접미사 배열과 LCP 배열","158,77","출처,다국어,분류",17,28,73.913,19,1.35,1 초,128 MB
7604,4752,HTML 에디터,"문자열,파싱","158,96","출처,다국어,분류",17,122,21.25,16,4.71,1 초,128 MB
7605,8245,Obraz,문자열,158,"출처,다국어,분류",17,25,68.0,5,1.47,1 초,128 MB
7606,13872,Game of Matchings,"문자열,해싱,KMP,라빈–카프","158,8,40,61","출처,다국어,분류",17,32,58.621,20,1.71,2 초,512 MB
7607,13857,Castle,"문자열,KMP","158,40","출처,다국어,분류",16,37,45.714,18,2.19,0.5 초,256 MB
7608,16914,K번째 부분 문자열,"문자열,이분 탐색,접미사 배열과 LCP 배열","158,12,77",분류,16,66,42.105,19,2.38,2 초,512 MB
7609,20733,Triple Texting,문자열,158,"출처,다국어,분류",16,47,88.889,4,1.13,2 초,512 MB
7610,21059,Methodic Multiplication,"문자열,파싱","158,96","출처,다국어,분류",16,23,94.118,4,1.07,2 초,1024 MB
7611,6594,방정식 풀이,"문자열,파싱","158,96","출처,다국어,분류",15,42,50.0,14,2.0,1 초,128 MB
7612,10557,Runes,"문자열,파싱","158,96","출처,다국어,분류",15,67,28.302,9,3.53,5 초,256 MB
7613,16651,Distinct Substrings,"문자열,이분 탐색,해싱","158,12,8","출처,다국어,분류",15,67,34.091,19,2.93,3 초,512 MB
7614,8136,Palindromes,"문자열,KMP","158,40","출처,다국어,분류",14,53,31.818,19,3.14,5 초,256 MB
7615,12512,Magicka (Large),"문자열,브루트포스 알고리즘","158,125","출처,다국어,분류",14,20,73.684,6,1.36,5 초,512 MB
7616,15893,가장 긴 공통부분 팰린드롬,"문자열,트리,회문 트리","158,120,53","출처,분류",14,139,60.87,23,1.64,1 초,512 MB
7617,2815,암호 해독가 최준민,"문자열,KMP","158,40","출처,다국어,분류",13,116,28.261,20,3.54,1 초,128 MB
7618,8186,Beads,"문자열,해싱,라빈–카프","158,8,61","출처,다국어,분류",13,44,35.135,19,2.85,1 초,128 MB
7619,10901,Make superpalindrome!,"문자열,분할 정복,Case work","158,24,137","출처,분류",13,87,37.143,16,2.69,1 초,16 MB
7620,15642,Thinking Station,"문자열,해싱,라빈–카프","158,8,61","출처,분류",13,61,25.0,19,4.0,1 초,256 MB
7621,19608,Searching for Strings,"문자열,해싱,라빈–카프","158,8,61","출처,다국어,분류",13,65,35.135,17,2.85,2 초,512 MB
7622,4775,Spelling Be,문자열,158,"출처,다국어,분류",12,26,46.153999999999996,6,2.17,1 초,128 MB
7623,5210,Campus Buildings,문자열,158,"출처,다국어,분류",12,19,70.58800000000001,5,1.42,1 초,128 MB
7624,8141,Axes of Symmetry,"문자열,기하학,KMP,매내처","158,100,40,44","출처,다국어,분류",12,69,26.087,22,3.83,1 초,128 MB
7625,15492,뒤집기,"문자열,해싱,KMP","158,8,40","출처,분류",12,188,17.91,21,5.58,3 초,512 MB
7626,17998,Levenshtein Distance,문자열,158,"출처,다국어,분류",12,18,66.667,6,1.5,1 초 (추가 시간 없음),512 MB
7627,18155,Issuing Plates,문자열,158,"출처,다국어,분류",12,16,75.0,6,1.33,1 초,512 MB
7628,18332,Valid Emails,"문자열,파싱","158,96","출처,다국어,분류",12,49,27.273000000000003,7,3.67,2 초,512 MB
7629,20082,Laugh,문자열,158,"서브태스크,출처,다국어,언어 제한,함수 구현,분류",12,21,63.158,6,1.58,1 초,512 MB
7630,4817,괄호,"문자열,파싱","158,96","출처,다국어,분류",11,31,52.381,15,1.91,1 초,128 MB
7631,8228,A Horrible Poem,"문자열,접미사 배열과 LCP 배열","158,77","출처,다국어,분류",11,56,26.829,21,3.73,8 초,128 MB
7632,18531,Letter Wheels,"문자열,브루트포스 알고리즘,KMP","158,125,40","출처,다국어,분류",11,21,55.0,17,1.82,3 초 (추가 시간 없음)  (하단 참고),512 MB
7633,1901,논리식,"문자열,브루트포스 알고리즘,파싱","158,125,96","출처,다국어,분류",10,16,66.667,20,1.5,1 초,128 MB
7634,2214,성냥개비와 정사각형,"문자열,파싱","158,96","출처,다국어,분류",10,13,76.923,13,1.3,1 초,128 MB
7635,5222,Vigenère Cipher,문자열,158,"출처,다국어,분류",10,11,100.0,5,1.0,1 초,128 MB
7636,6422,Getting Chorded,"문자열,파싱","158,96","출처,다국어,분류",10,38,30.303,10,3.3,1 초,128 MB
7637,6676,Inglish-Number Translator,"문자열,파싱","158,96","출처,다국어,분류",10,84,16.393,10,6.1,1 초,128 MB
7638,13100,Points and Lines,"문자열,파싱,인터프리터","158,96,156","스페셜 저지,출처,다국어,분류",10,12,83.333,14,1.2,20 초,512 MB
7639,14374,Technobabble (Large),"문자열,이분 매칭,값 / 좌표 압축","158,13,161","출처,다국어,분류",10,11,90.90899999999999,20,1.1,5 초,512 MB
7640,8537,Imiona mrówek,문자열,158,"출처,다국어,분류",9,14,64.286,4,1.56,1 초,128 MB
7641,16588,Substring Permutation,문자열,158,"출처,다국어,분류",9,12,75.0,8,1.33,1 초,512 MB
7642,18035,Gluing Pictures,"문자열,접미사 배열과 LCP 배열","158,77","출처,다국어,분류",9,29,39.13,19,2.56,0.3 초,512 MB
7643,4695,Letter Sequence Analysis,"문자열,정렬","158,97","출처,다국어,분류",8,15,57.143,7,1.75,1 초,128 MB
7644,13272,비밀번호,"문자열,접미사 배열과 LCP 배열","158,77","출처,분류",8,49,20.513,20,4.88,4 초,512 MB
7645,16913,부분 문자열 변환,"문자열,KMP","158,40",분류,8,102,28.570999999999998,20,3.5,2 초,512 MB
7646,21044,Inverse Common Superstring,"문자열,애드 혹","158,109","출처,다국어,분류",8,8,100.0,5,1.0,1 초,512 MB
7647,2006,Chemistry 101,"문자열,파싱","158,96","출처,다국어,분류",7,15,46.667,12,2.14,1 초,128 MB
7648,3902,Bug Hunt,"문자열,파싱","158,96","출처,다국어,분류",7,20,87.5,12,1.14,1 초,128 MB
7649,4674,Do the Untwist,문자열,158,"출처,다국어,분류",7,13,100.0,7,1.0,1 초,128 MB
7650,9351,Casino,문자열,158,"출처,다국어,분류",7,34,23.333000000000002,10,4.29,1 초,128 MB
7651,11339,There is no place like 127.0.0.1,"문자열,이분 탐색","158,12","출처,다국어,분류",7,31,36.842,11,2.71,2 초,256 MB
7652,12857,홍준이는 문자열을 좋아해,"문자열,두 포인터","158,80",분류,7,32,25.0,19,4.0,2 초,512 MB
7653,17925,Problem Classification,문자열,158,"출처,다국어,분류",7,18,41.176,6,2.43,1 초,512 MB
7654,18640,AI,"문자열,런타임 전의 전처리,휴리스틱","158,172,142","스페셜 저지,출처,다국어,분류",7,20,46.667,23,2.14,2 초,512 MB
7655,20382,VCR++ Codes,"문자열,파싱","158,96","출처,다국어,분류",7,17,53.846000000000004,6,1.86,1 초,512 MB
7656,10027,CSS,"문자열,파싱","158,96","출처,다국어,분류",6,157,35.294000000000004,22,2.83,10 초,256 MB
7657,5219,String Transformations,문자열,158,"출처,다국어,분류",5,5,100.0,6,1.0,1 초,128 MB
7658,9452,J,"문자열,파싱,인터프리터","158,96,156","출처,다국어,분류",5,49,10.417,18,9.6,2 초,256 MB
7659,18050,Henry Porter and the Palindromic Radius,"문자열,매내처","158,44","출처,다국어,분류",5,15,100.0,19,1.0,25 초,512 MB
7660,18274,Lampice,"문자열,트리,이분 탐색,분할 정복,해싱,센트로이드 분할","158,120,12,24,8,18","출처,다국어,분류",5,100,9.259,25,10.8,5 초,512 MB
7661,7399,Code Formatting,"문자열,파싱","158,96","출처,다국어,분류",4,9,50.0,8,2.0,2 초,128 MB
7662,18167,Functional Analysis,"문자열,파싱","158,96","출처,분류",4,30,17.391,23,5.75,2 초,512 MB
7663,18489,String Algorithm,"문자열,해싱,접미사 배열과 LCP 배열","158,8,77","출처,다국어,분류",4,7,66.667,21,1.5,20 초,512 MB
7664,19975,Википедия,문자열,158,"스페셜 저지,출처,다국어,분류",4,9,44.443999999999996,8,2.25,2 초,512 MB
7665,6400,Calculator Language,"문자열,파싱,인터프리터","158,96,156","출처,다국어,분류",3,18,42.857,20,2.33,1 초,128 MB
7666,6482,Evaluating Simple C Expressions,"문자열,파싱,인터프리터","158,96,156","출처,다국어,분류",3,8,37.5,13,2.67,1 초,128 MB
7667,12447,ワイルドカード (Small),문자열,158,"출처,다국어,분류",3,67,33.333,11,3.0,5 초,512 MB
7668,18078,Lengths and Periods,문자열,158,"출처,다국어,분류",3,4,75.0,22,1.33,2 초 (추가 시간 없음),512 MB
7669,18635,Just Shuffle the Input,"문자열,해싱","158,8","출처,다국어,분류",3,6,50.0,23,2.0,3 초,512 MB
7670,4046,Decompressing in a GIF,문자열,158,"출처,다국어,분류",2,7,50.0,10,2.0,1 초,128 MB
7671,12643,Decision Tree (Small),"문자열,트리,파싱","158,120,96","스페셜 저지,출처,다국어,분류",2,5,100.0,13,1.0,5 초,512 MB
7672,12644,Decision Tree (Large),"문자열,트리,파싱","158,120,96","스페셜 저지,출처,다국어,분류",2,4,100.0,13,1.0,5 초,512 MB
7673,14272,f(X) = A + X + B + X + C,"문자열,KMP","158,40",분류,2,8,25.0,22,4.0,2 초,512 MB
7674,18280,Elokventni Evaluator,"문자열,브루트포스 알고리즘,파싱","158,125,96","스페셜 저지,출처,다국어,분류",2,6,66.667,14,1.5,1 초,512 MB
7675,18616,Defying Gravity,"문자열,기하학,해싱,물리학","158,100,8,116","스페셜 저지,출처,다국어,분류",2,9,40.0,21,2.5,2 초,512 MB
7676,19285,Shuffle,"문자열,KMP","158,40","출처,다국어,분류",2,2,100.0,20,1.0,2 초,512 MB
7677,4838,When,"문자열,파싱,인터프리터","158,96,156","출처,다국어,분류",1,2,100.0,20,1.0,1 초,128 MB
7678,5085,Gooseberry Tart BASIC,"문자열,파싱,인터프리터","158,96,156","출처,다국어,분류",1,14,33.333,18,3.0,1 초,128 MB
7679,14121,Haker,"문자열,파싱","158,96","출처,다국어,분류",1,9,11.110999999999999,14,9.0,1 초,128 MB
7680,19403,Cyclic Shifts,문자열,158,"출처,다국어,분류",1,4,50.0,27,2.0,2 초,512 MB
7681,20262,Graph Cards,"문자열,트리,해싱,접미사 배열과 LCP 배열,트리 동형 사상","158,120,8,77,145","출처,다국어,분류",1,50,8.333,24,12.0,30 초,1024 MB
7682,21014,Special Substring,"문자열,누적 합","158,139","출처,다국어,분류",1,1,100.0,10,1.0,1 초,512 MB
7683,1065,한수,브루트포스 알고리즘,125,분류,29974,68029,51.983999999999995,7,1.92,2 초,128 MB
7684,2798,블랙잭,브루트포스 알고리즘,125,"출처,다국어,분류",19784,55733,44.068000000000005,4,2.27,1 초,128 MB
7685,2309,일곱 난쟁이,브루트포스 알고리즘,125,"스페셜 저지,출처,분류",16959,55054,43.799,4,2.28,2 초,128 MB
7686,2231,분해합,브루트포스 알고리즘,125,"출처,다국어,분류",16914,43502,47.777,4,2.09,2 초,192 MB
7687,1018,체스판 다시 칠하기,브루트포스 알고리즘,125,"출처,디버그,분류",13498,36017,46.412,6,2.15,2 초,128 MB
7688,9663,N-Queen,"브루트포스 알고리즘,백트래킹","125,5",분류,12973,36655,53.286,11,1.88,10 초,128 MB
7689,14888,연산자 끼워넣기,"브루트포스 알고리즘,백트래킹","125,5","디버그,분류",12561,37889,49.67,10,2.01,2 초,512 MB
7690,14889,스타트와 링크,"브루트포스 알고리즘,백트래킹","125,5","디버그,분류",11145,37272,48.316,8,2.07,2 초,512 MB
7691,1436,영화감독 숌,브루트포스 알고리즘,125,"디버그,분류",10825,29922,44.545,6,2.24,2 초,128 MB
7692,1182,부분수열의 합,"브루트포스 알고리즘,백트래킹","125,5",분류,9947,34036,44.231,9,2.26,2 초,256 MB
7693,10819,차이를 최대로,"브루트포스 알고리즘,백트래킹","125,5",분류,7039,14583,63.34,9,1.58,1 초,256 MB
7694,1107,리모컨,브루트포스 알고리즘,125,분류,6752,42560,22.36,11,4.47,2 초,256 MB
7695,10974,모든 순열,"브루트포스 알고리즘,백트래킹","125,5",분류,6741,15489,59.555,8,1.68,1 초,256 MB
7696,2529,부등호,"브루트포스 알고리즘,백트래킹","125,5","출처,분류",4079,11602,48.786,9,2.05,1 초,256 MB
7697,3040,백설 공주와 일곱 난쟁이,브루트포스 알고리즘,125,"스페셜 저지,출처,다국어,분류",3427,5747,71.411,4,1.4,1 초,128 MB
7698,2503,숫자 야구,브루트포스 알고리즘,125,"출처,분류",3081,8268,45.651,6,2.19,1 초,128 MB
7699,1038,감소하는 수,"브루트포스 알고리즘,백트래킹","125,5",분류,2760,13038,30.273000000000003,11,3.3,1 초,512 MB
7700,17136,색종이 붙이기,"브루트포스 알고리즘,백트래킹","125,5",분류,2566,13848,32.33,14,3.09,1 초,512 MB
7701,14697,방 배정하기,브루트포스 알고리즘,125,"출처,분류",2393,7057,43.949,4,2.28,2 초,512 MB
7702,16637,괄호 추가하기,브루트포스 알고리즘,125,"디버그,분류",2298,8659,36.715,13,2.72,0.5 초 (추가 시간 없음),512 MB
7703,1969,DNA,브루트포스 알고리즘,125,"출처,다국어,분류",1768,3818,57.272,6,1.75,2 초,128 MB
7704,1145,적어도 대부분의 배수,브루트포스 알고리즘,125,분류,1500,2890,59.382,5,1.68,2 초,128 MB
7705,1254,팰린드롬 만들기,브루트포스 알고리즘,125,분류,1457,4612,40.915,10,2.44,2 초,128 MB
7706,4641,Doubles,브루트포스 알고리즘,125,"출처,다국어,분류",1373,2355,67.403,5,1.48,1 초,128 MB
