id,name,information,correct_user,submission_cnt,correct_rate
1472,전화번호,,2,90,33.333
1473,미로 탈출,분류,40,601,15.094
1474,밑 줄,분류,29,187,24.576
1475,방 번호,분류,10764,32790,38.965
1476,날짜 계산,분류,10349,19510,67.363
1477,휴게소 세우기,분류,655,2165,42.095
1478,정사각형,,5,22,38.462
1479,네 부분문자열,,25,129,43.86
1480,보석 모으기,분류,150,638,32.967
1481,숌 사각형,,2,18,50.0
1482,같은 자리 수,분류,17,96,29.825
1483,저항,,2,26,28.571
1484,다이어트,분류,725,2492,34.606
1485,정사각형,분류,905,3635,31.81
1486,등산,분류,380,2959,19.067
1487,물건 팔기,분류,49,302,30.247
1488,숌트링,분류,10,70,24.39
1489,대결,분류,67,243,39.412
1490,자리수로 나누기,분류,74,406,24.667
1491,나선,,38,102,50.0
1492,합,분류,127,470,43.197
1493,박스 채우기,분류,444,2527,24.972
1494,절댓값 수열,분류,68,662,19.484
1495,기타리스트,분류,3208,11851,34.164
1496,기타 고르기,,4,24,26.667
1497,기타콘서트,분류,97,537,22.146
1498,주기문,분류,47,183,45.631
1499,뒤집기 수열,,12,102,36.364
1500,최대 곱,분류,704,1535,55.302
1501,영어 읽기,"출처,분류",47,302,20.705
1502,숫자 퍼즐 ≤ 8,"스페셜 저지,출처",39,288,21.667
1503,세 수 고르기,분류,67,427,20.807
1504,특정한 최단 경로,분류,4915,28852,24.442
1505,불 켜기,분류,14,71,36.842
1506,경찰서,분류,227,554,51.474
1507,궁금한 민호,분류,1583,4126,47.724
1508,레이스,분류,124,651,24.458
1509,팰린드롬 분할,분류,1821,5550,46.466
1510,이등변 삼각형,,4,27,44.444
1511,숫자 만들기,,9,101,17.647
1512,주기문으로 바꾸기,,27,145,39.706
1513,경로 찾기,분류,309,2093,24.602
1514,자물쇠,분류,414,3588,20.414
1515,수 이어 쓰기,분류,58,219,43.939
1516,게임 개발,분류,3369,9143,47.835
1517,버블 소트,분류,1984,12043,28.432
1518,뉴 매직 스퀘어,분류,7,65,41.176
1519,부분 문자열 뽑기 게임,분류,46,92,56.79
1520,내리막 길,"출처,분류",7055,37063,28.149
1521,랜덤 소트,"스페셜 저지,분류",81,206,58.273
1522,문자열 교환,분류,53,207,41.732
1523,종점,분류,35,137,32.407
1524,세준세비,분류,163,483,51.746
1525,퍼즐,분류,2666,10556,40.468
1526,가장 큰 금민수,분류,1532,3261,58.451
1527,금민수의 개수,분류,650,2205,37.016
1528,금민수의 합,분류,149,758,28.22
1529,동민 수열,분류,34,141,30.631
1530,금민수의 합,,9,109,69.231
1531,투명,분류,406,597,76.749
1532,동전 교환,,41,422,19.34
1533,길의 개수,분류,269,955,34.98
1534,다각형 자르기,,6,18,40.0
1535,안녕,분류,1238,3749,48.836
1536,"Dance, Dance",분류,15,99,17.241
1537,새로운 연산자,,4,35,36.364
1538,공 칠하기,스페셜 저지,9,68,14.516
1539,이진 검색 트리,분류,96,769,38.554
1540,정사각형의 개수,분류,30,80,40.541
1541,잃어버린 괄호,분류,9300,24170,47.808
1542,체스 연습,,10,46,35.714
1543,문서 검색,분류,2437,8496,36.238
1544,사이클 단어,,317,978,42.493
1545,안티 팰린드롬,분류,49,376,28.161
1546,평균,"스페셜 저지,분류",36725,89167,48.973
1547,공,분류,4493,7187,70.094
1548,부분 삼각 수열,분류,34,96,37.778
1549,K,분류,44,285,20.561
1550,16진수,분류,6036,10284,66.637
1551,수열의 변화,분류,1264,2736,54.296
1552,도미노,,4,15,50.0
1553,도미노 찾기,분류,15,25,62.5
1554,나무 심기,"출처,분류",6,26,26.087
1555,소수 만들기,분류,52,423,20.077
1556,도미노2,,3,17,23.077
1557,제곱 ㄴㄴ,분류,423,1864,34.93
1558,그림의 개수,,2,17,15.385
1559,놀라운 미로,"출처,다국어",34,283,21.25
1560,비숍,분류,110,335,44.898
1561,놀이 공원,"출처,다국어,분류",957,6266,22.051
1562,계단 수,분류,1763,5023,47.013
1563,개근상,분류,1055,2773,50.503
1564,팩토리얼5,분류,350,3775,17.794
1565,수학,분류,80,372,28.777
1566,P배열,분류,40,286,29.197
1567,모든 사이클의 길이,,4,22,33.333
1568,새,분류,2124,3344,74.24
1569,정사각형으로 가리기,,25,97,31.25
1570,오세준,,6,24,37.5
1571,단어 굴리기,,4,41,44.444
1572,중앙값,분류,631,3478,32.079
1573,트리 인코딩,분류,24,89,32.432
1574,룩 어택,분류,251,687,45.307
1575,졸업,분류,28,265,25.926
1576,DNA점수,스페셜 저지,15,69,30.0
1577,도로의 개수,분류,422,2114,26.965
1578,세계 정복,,5,23,55.556
1579,보물 찾기,,4,29,50.0
1580,위치 바꾸기,분류,20,99,28.571
1581,락스타 락동호,분류,99,452,26.4
1582,아티스트 이동호,분류,32,178,27.35
1583,이동호의 트럭,,4,41,25.0
1584,게임,분류,16,50,57.143
1585,경찰,분류,130,505,30.374
1586,목장,,2,5,40.0
1587,이분 매칭,분류,104,309,43.333
1588,수열,분류,45,288,27.95
1589,레이저,,2,18,11.111
1590,캠프가는 영식,분류,85,440,26.316
1591,수열 복원,"스페셜 저지,분류",68,1402,10.592
1592,영식이와 친구들,분류,1631,2845,64.722
1593,문자 해독,"출처,다국어",93,329,41.892
1594,전화번호 만들기,,26,136,32.5
1595,북쪽나라의 도로,"출처,다국어,분류",56,220,38.356
1596,영식함수,,9,338,45.0
1597,아스키 아트,"출처,다국어",3,7,100.0
1598,꼬리를 무는 숫자 나열,분류,1182,2852,47.508
1599,민식어,분류,116,402,38.667
1600,말이 되고픈 원숭이,분류,3210,27425,17.901
1601,바이너리 파워 비숍,"스페셜 저지,분류",19,133,34.545
1602,도망자 원숭이,분류,238,1335,28.0
1603,작은 정사각형,분류,37,237,26.241
1604,정사각형 자르기,"출처,분류",44,332,20.465
1605,반복 부분문자열,분류,384,2201,38.209
1606,침투 계획 세우기,분류,42,152,44.681
1607,원숭이 타워,,21,96,31.818
1608,스타 대회,"출처,다국어",14,275,9.459
1609,차의 공격,"출처,다국어,분류",14,78,33.333
1610,프로게이머 영식,,3,141,18.75
1611,강강술래,스페셜 저지,7,25,53.846
1612,가지고 노는 1,분류,265,745,43.514
1613,역사,분류,2277,9856,32.886
1614,영식이의 손가락,분류,498,2022,30.274
1615,교차개수세기,분류,196,1415,19.959
1616,드럼통 메시지,"스페셜 저지,분류",47,462,12.772
1617,허후민,분류,12,48,60.0
1618,구역 나누기,스페셜 저지,3,26,42.857
1619,점 고르기,,14,48,50.0
1620,나는야 포켓몬 마스터 이다솜,분류,4539,20755,31.431
1622,공통 순열,"출처,다국어,분류",83,548,19.904
1623,신년 파티,"스페셜 저지,분류",54,268,40.909
1624,데크 소트,분류,40,315,25.478
1626,두 번째로 작은 스패닝 트리,분류,342,5938,12.162
1627,결투,분류,26,266,18.978
1628,수,"출처,다국어,분류",24,30,100.0
1629,곱셈,"디버그,분류",6860,36442,25.345
1630,오민식,분류,139,595,33.82
1631,오영식의 보물,분류,8,94,42.105
1632,Line Fighter,분류,5,86,15.152
1633,최고의 팀 만들기,"출처,다국어,분류",419,1373,44.386
1634,완전 이진트리,,5,59,29.412
1635,1 또는 -1,스페셜 저지,5,24,100.0
1637,날카로운 눈,"출처,다국어,분류",165,1121,27.638
1638,컨벡스 헐,,12,72,31.579
1639,행운의 티켓,분류,142,394,50.355
1640,동전 뒤집기,분류,60,203,47.619
1641,삼각형 개수 세기,,5,7,83.333
1642,딱따구리,"출처,다국어",12,73,20.69
1643,쿠폰,"출처,다국어,분류",16,80,24.242
1644,소수의 연속합,"출처,다국어,분류",4367,14429,42.402
1645,성지의 생일파티,,34,237,31.776
1646,피이보나치 트리,분류,61,213,46.212
1647,도시 분할 계획,분류,2825,7956,49.165
1648,격자판 채우기,분류,614,1489,55.767
1649,택시,분류,41,275,21.466
1650,지민이의 테러 Season II,분류,52,302,23.423
1651,숌 코드,,1,362,10.0
1652,누울 자리를 찾아라,분류,3510,10633,40.804
1653,양팔 저울,"출처,분류",73,438,24.092
1654,랜선 자르기,분류,9309,65208,20.255
1655,가운데를 말해요,분류,3665,16436,32.045
1656,덜컹덜컹,"출처,다국어",5,8,83.333
1657,두부장수 장홍준,분류,302,834,53.546
1658,돼지 잡기,"출처,다국어,분류",196,697,42.982
1659,수 (Hard),"출처,다국어,분류",46,146,44.66
1660,캡틴 이다솜,분류,963,3971,33.438
1661,다솜이의 신발가게,스페셜 저지,11,176,20.37
1662,압축,분류,690,3091,32.425
1663,XYZ 문자열,,52,365,25.743
1664,주민등록번호,"출처,다국어",12,51,44.444
1665,화물열차,"출처,분류",49,227,35.0
1666,최대 증가 직사각형 집합,분류,112,569,24.67
1667,지민이의 테러 Season IV,"출처,다국어,분류",28,165,22.4
1668,트로피 진열,분류,1255,3233,47.305
1669,멍멍이 쓰다듬기,분류,340,1204,37.404
1670,정상 회담 2,분류,617,2215,35.81
1671,상어의 저녁식사,분류,1127,5372,28.359
1672,DNA 해독,분류,595,1314,54.94
1673,치킨 쿠폰,"출처,다국어,분류",1247,6064,28.819
1674,성준이와 초콜릿,"출처,다국어",3,49,33.333
1675,팬더 밥주기,분류,6,80,10.909
1676,팩토리얼 0의 개수,분류,9154,23363,47.68
1677,음악,"출처,다국어",13,47,43.333
1678,기차,,3,17,17.647
1679,숫자놀이,분류,44,139,45.833
1680,쓰레기 수거,"출처,다국어,분류",31,64,55.357
1681,줄 세우기,"출처,다국어,분류",340,687,61.706
1682,돌리기,,7,40,25.0
1683,책장 맨 윗칸,"스페셜 저지,출처,다국어",5,44,11.905
1684,같은 나머지,분류,90,364,31.579
1685,숫자놀이,,4,81,23.529
1686,복날,"출처,다국어,분류",39,163,40.625
1687,행렬 찾기,,89,314,37.712
1688,지민이의 테러,분류,100,1088,18.149
1689,겹치는 선분,분류,304,1196,36.848
1690,순열,스페셜 저지,11,56,36.667
1691,석판,"출처,다국어,분류",64,146,65.979
1692,뒤집기,"출처,다국어,분류",21,98,30.0
1693,트리 색칠하기,분류,597,3556,28.015
1694,FEN 체스,"출처,다국어,분류",9,34,60.0
1695,팰린드롬 만들기,분류,937,3548,38.058
1696,색 막대,"출처,다국어",8,41,36.364
1697,숨바꼭질,"출처,다국어,분류",18043,103651,24.971
1698,보안 패널,"출처,다국어",3,17,17.647
1699,제곱수의 합,"출처,분류",9024,30302,39.935
1700,멀티탭 스케줄링,"출처,분류",2123,11304,25.758
1701,Cubeditor,"출처,다국어,분류",1288,5650,33.498
1702,고속도로,"출처,다국어,분류",9,121,23.684
1703,생장점,"출처,다국어,분류",291,395,79.726
1704,붕어빵타이쿤,"출처,다국어,분류",51,321,22.667
1705,컵,"스페셜 저지,출처,다국어",3,49,50.0
1706,크로스워드,분류,172,447,46.237
1707,이분 그래프,분류,6302,42238,23.125
1708,볼록 껍질,분류,2017,15054,25.078
1709,타일 위의 원,분류,31,202,24.8
1710,Flattening Tables,"출처,다국어",1,12,25.0
1711,직각삼각형,분류,141,795,33.652
1712,손익분기점,분류,20381,100425,23.678
1713,후보 추천하기,"출처,분류",1477,5861,32.742
1715,카드 정렬하기,분류,3187,11184,36.402
1716,Polynomial Remains,"출처,다국어",0,22,0.0
1717,집합의 표현,"스페셜 저지,분류",7546,39019,29.142
1718,암호,분류,1060,2666,52.736
1719,택배,"스페셜 저지,분류",700,2065,56.726
1720,타일 코드,"출처,다국어,분류",907,2648,43.944
1722,순열의 순서,분류,1837,8863,30.765
1723,점 나누기,분류,37,314,27.206
1724,그림판,,19,74,34.545
1725,히스토그램,"출처,다국어,분류",2552,10605,38.468
1726,로봇,"출처,분류",1998,12223,24.685
1727,커플 만들기,분류,487,2570,28.63
1728,구슬 굴리기,분류,43,155,47.253
1729,이차원 배열의 합,분류,15,45,48.387
1730,판화,"출처,다국어,분류",172,645,33.925
1731,추론,분류,824,1723,54.533
1732,레이저,,11,78,21.154
1733,등번호,"스페셜 저지,분류",42,1665,11.798
1734,교통 체계,"출처,다국어,분류",82,670,24.625
1735,분수 합,분류,4623,12023,46.659
1736,쓰레기 치우기,분류,59,228,37.58
1737,Pibonacci,"출처,다국어,분류",165,599,40.541
1738,골목길,"스페셜 저지,분류",253,3309,17.388
1739,도로 정비하기,분류,148,710,26.381
1740,거듭제곱,분류,542,1255,54.747
1741,반 나누기,"출처,다국어,분류",65,310,35.519
1742,레이싱결과,"출처,분류",29,162,29.0
1743,음식물 피하기,"출처,다국어,분류",2024,5222,47.312
1744,수 묶기,분류,3096,14008,26.861
1745,숨기,분류,50,417,26.316
1746,단체 릴레이,"출처,다국어,분류",18,65,46.154
1747,소수&팰린드롬,분류,1811,8809,27.336
1748,수 이어 쓰기 1,분류,4357,11192,51.826
1749,점수따먹기,분류,81,332,31.274
1750,서로소의 개수,분류,211,718,45.279
1751,디버그,"출처,분류",82,340,32.8
1752,세상에서 제일 착한 다솜,"출처,다국어,분류",31,142,27.434
1753,최단경로,분류,10868,84324,23.459
1754,진영 순열,분류,23,86,47.917
1755,숫자놀이,분류,591,1213,57.267
1756,피자 굽기,"출처,다국어,분류",665,3350,27.366
1757,달려달려,"출처,다국어,분류",301,938,38.789
1758,알바생 강호,분류,824,2595,36.918
1759,암호 만들기,분류,9390,28939,44.866
1760,N-Rook,"출처,다국어,분류",270,800,42.056
1761,정점들의 거리,분류,1772,6949,39.178
1762,평면그래프와 삼각형,분류,75,527,26.882
1763,트리 색칠,"출처,다국어,분류",86,371,31.502
1764,듣보잡,분류,7474,25614,39.715
1765,닭싸움 팀 정하기,"출처,다국어,분류",205,713,38.104
1766,문제집,분류,3953,11345,46.704
1767,N-Rook II,분류,169,649,36.739
1768,Center of symmetry,"출처,다국어",0,0,0.0
1769,3의 배수,분류,824,3393,33.132
1770,배수와 약수의 개수,분류,1,15,25.0
1771,카드 묶음,스페셜 저지,38,177,33.628
1772,정원 정리,분류,56,169,77.778
1773,폭죽쇼,"출처,다국어,분류",1571,4127,49.81
1774,우주신과의 교감,"출처,다국어,분류",1285,6489,29.439
1775,ASCII Labyrinth,"출처,다국어",1,1,100.0
1776,깜짝 선물,,3,45,6.667
1777,순열복원,분류,311,750,65.612
1778,Ubiquitous Religions,"출처,다국어",0,0,0.0
1779,Text Formalization,"출처,다국어",1,15,8.333
1780,종이의 개수,분류,7293,16396,59.148
1781,컵라면,분류,869,4093,30.653
1782,거울 숫자,,11,416,9.91
1783,병든 나이트,분류,2687,7296,43.033
1784,팰린드롬 인코딩,,6,41,50.0
1785,보드 게임,분류,29,178,26.606
1786,찾기,분류,3554,22448,28.941
1787,문자열의 주기 예측,"출처,다국어,분류",213,983,28.514
1788,피보나치 수의 확장,분류,1205,4647,30.897
1789,수들의 합,분류,4628,13351,42.892
1790,수 이어 쓰기 2,분류,933,4350,32.362
1791,Queuing at the doctors,"출처,다국어",0,0,0.0
1792,공약수,"출처,다국어,분류",78,982,16.284
1793,타일링,"출처,다국어,분류",1224,4868,31.145
1795,정상 회담,분류,62,418,19.936
1796,신기한 키보드,분류,153,450,44.348
1797,균형잡힌 줄서기,"출처,다국어,분류",58,243,46.4
1798,원뿔좌표계상의 거리,"출처,다국어,분류",36,215,30.0
1799,비숍,"출처,분류",1903,12131,23.892
1800,인터넷 설치,"출처,다국어,분류",200,836,31.008
1801,직사각형 만들기,분류,93,609,23.308
1802,종이 접기,분류,101,377,33.007
1803,무술 연습,"스페셜 저지,출처,다국어",35,130,33.654
1804,랩싸기,"출처,다국어,분류",30,109,40.0
1805,나무수송,"출처,다국어,분류",40,188,38.095
1806,부분합,"출처,다국어,분류",4731,25953,25.603
1807,척 노리스,"출처,다국어",8,24,57.143
1808,숌작업,,3,9,100.0
1809,성냥 팔이 소녀 숌,,4,16,30.769
1810,징검다리 달리기 2,,103,1134,18.102
1811,Adjacent Mastermind,"출처,다국어",3,3,100.0
1812,사탕,,424,670,70.667
1813,마지막 한마디,분류,228,746,36.893
1814,지붕 색칠하기,분류,50,202,31.25
1815,방송국,"출처,다국어",5,11,83.333
1816,암호 키,분류,261,463,70.541
1817,짐 챙기는 숌,분류,146,558,32.809
1818,책정리,분류,243,647,56.12
1819,불끄기,"스페셜 저지,출처,다국어",8,17,50.0
1820,Partitioning for fun and profit,"출처,다국어",0,0,0.0
1821,수들의 합,분류,100,200,63.291
1822,차집합,분류,852,2848,39.888
1823,수확,분류,42,121,46.667
1824,도미노,"스페셜 저지,출처,다국어,분류",18,109,39.13
1825,순열 만들기,분류,5,9,55.556
1826,연료 채우기,분류,549,2681,27.151
1827,여행가이드,"출처,다국어,분류",16,49,36.364
1828,Traveling Salesman,"출처,다국어,분류",8,35,47.059
1829,사탕 항아리,"스페셜 저지,분류",9,85,21.429
1830,거리,분류,3,25,18.75
1831,과수원,"출처,다국어",1,7,20.0
1832,카우보이,"스페셜 저지,출처,다국어,분류",6,81,23.077
1833,고속철도 설계하기,"스페셜 저지,분류",53,123,53.0
1834,나머지와 몫이 같은 수,분류,2315,6876,40.515
1835,카드,"출처,다국어",150,262,70.755
1836,트리의 가짓수 세기,분류,60,234,36.145
1837,암호제작,"출처,다국어,분류",1037,6176,24.976
1838,버블 정렬,분류,278,1517,36.968
1839,트리 모델 만들기,"출처,다국어,분류",22,88,31.884
1840,스도쿠,,21,322,18.421
1841,군사 배치,"출처,다국어,분류",13,47,30.233
1842,게임하기,"출처,다국어,분류",20,172,15.267
1843,방정식,,54,219,39.416
1844,농지 정리,,5,20,71.429
1845,배열 회전,스페셜 저지,0,155,0.0
1846,장기,"스페셜 저지,분류",50,300,26.178
1847,볼록다각형 만들기,"출처,다국어",9,69,23.684
1848,동굴 탐험,"출처,다국어,분류",148,1695,15.897
1849,순열,"출처,다국어,분류",639,1797,53.339
1850,최대공약수,분류,3486,15428,30.893
1851,추 정렬하기,분류,75,239,49.669
1852,수 묶기,분류,39,142,37.864
1853,정사영,"스페셜 저지,출처,다국어,분류",11,100,21.154
1854,K번째 최단경로 찾기,분류,1329,6243,33.561
1855,암호,분류,396,698,67.577
1856,단어 게임,"출처,다국어,분류",41,104,50.617
1857,발레리노,"출처,다국어,분류",100,1222,19.305
1858,기울기가 가장 큰 두 점,분류,17,159,17.347
1859,성적,"출처,다국어,분류",23,170,23.232
1860,거미줄,,1,44,16.667
1861,경로 찾기,"스페셜 저지,채점 준비 중",0,197,0.0
1862,미터계,분류,25,74,69.444
1863,스카이라인 쉬운거,분류,147,490,40.608
1864,문어 숫자,"출처,다국어,분류",583,947,69.988
1865,웜홀,"출처,다국어,분류",2126,17198,22.384
1866,택배,"출처,분류",343,1260,36.528
1867,돌멩이 제거,"출처,다국어,분류",783,1929,55.69
1868,보물찾기,"출처,다국어,분류",39,268,28.261
1869,육각형,,2,7,50.0
1870,지붕 제작,"스페셜 저지,출처,다국어",1,7,50.0
1871,좋은 자동차 번호판,"출처,다국어,분류",1178,1999,65.155
1872,로마 숫자,,6,68,14.286
1873,색종이 자르기,분류,7,240,10.448
1874,스택 수열,분류,12653,52120,33.647
1875,테트리스,"출처,다국어",12,82,18.462
1876,튕기는 볼링공,"출처,다국어",13,42,48.148
1877,끔찍한 수열,,8,22,36.364
1879,부끄러운 다각형,분류,1,3,50.0
1880,Big Brother,"출처,다국어",3,11,50.0
1881,공 바꾸기,,9,28,60.0
1882,분수 찾기,,5,76,26.316
1884,고속도로,"출처,다국어,분류",101,591,25.187
1885,비부분수열,분류,38,99,47.5
1886,프리즌 브레이크,"출처,다국어,분류",59,506,16.389
1887,Cow Pizza,출처,41,56,80.392
1888,곰팡이,,7,20,38.889
1889,선물 교환,,2,4,100.0
1890,점프,"출처,다국어,분류",6054,27643,28.361
1891,사분면,분류,195,949,28.804
1892,가위바위보,분류,14,86,31.818
1893,시저 암호,"출처,다국어,분류",209,877,35.067
1894,4번째 점,"출처,다국어,분류",46,162,40.0
1895,필터,"출처,다국어,분류",232,330,81.119
1896,파급효과,"출처,다국어",11,12,91.667
1898,이전 수열은 어떤 수열일까,분류,66,248,48.889
1899,월드인의 공부 스타일,,2,63,50.0
1900,레슬러,분류,95,178,73.643
1901,논리식,"출처,다국어,분류",10,16,66.667
1902,špilja,"스페셜 저지,출처,다국어,분류",35,133,42.683
1904,01타일,분류,9973,37189,33.944
1905,상자 쌓기,"출처,다국어,분류",48,304,21.333
1906,자리 바꾸기,,0,15,0.0
1907,탄소 화합물,"출처,다국어",115,242,58.974
1908,곱셈 전개식,,20,137,20.619
1909,냄새 싫어,"출처,다국어,분류",51,459,16.721
1910,위닝,"스페셜 저지,출처,다국어,분류",7,11,77.778
1911,흙길 보수하기,분류,506,1849,36.143
1912,연속합,분류,17197,79877,30.288
1913,달팽이,분류,2489,5780,55.945
1914,하노이 탑,분류,1986,13699,23.864
1915,가장 큰 정사각형,분류,5080,22959,29.315
1916,최소비용 구하기,분류,6750,33336,33.974
1917,정육면체 전개도,분류,78,453,30.233
1918,후위 표기식,분류,3766,16186,31.765
1919,애너그램 만들기,분류,2386,4562,62.184
1920,수 찾기,분류,16341,80144,30.281
1921,트리와 쿼리 20,,0,0,0.0
1922,네트워크 연결,분류,6596,19067,57.703
1924,2007년,분류,27226,71070,46.297
1925,삼각형,분류,113,431,39.236
1926,그림,분류,2178,6833,44.044
1927,최소 힙,분류,8263,23968,47.86
1928,게임고안,,3,18,60.0
1929,소수 구하기,분류,19024,95074,27.379
1930,정사면체,분류,76,375,30.04
1931,회의실 배정,분류,15557,73088,28.661
1932,정수 삼각형,"출처,다국어,분류",19030,43250,59.382
1933,스카이라인,분류,288,1706,31.236
1934,최소공배수,분류,12735,25871,59.778
1935,후위 표기식2,분류,2686,7291,46.262
1936,재미있는 수학 문제,분류,2,9,28.571
1937,욕심쟁이 판다,분류,5204,25102,29.826
1938,통나무 옮기기,"출처,분류",1423,6620,28.829
1939,중량제한,분류,2457,16184,24.279
1940,주몽,분류,1458,3644,49.812
1941,소문난 칠공주,분류,1423,4694,46.231
1942,디지털시계,"출처,다국어,분류",203,520,52.591
1943,동전 분배,분류,105,1166,20.875
1944,복제 로봇,분류,489,3119,25.09
1945,직사각형,분류,87,257,49.153
1946,신입 사원,"출처,분류",4954,21604,31.807
1947,선물 전달,분류,758,2066,45.416
1948,임계경로,분류,1116,5644,28.652
1949,우수 마을,분류,997,3392,47.117
1950,지도,,3,15,21.429
1951,활자,분류,200,582,41.152
1952,달팽이2,분류,910,2093,53.372
1953,팀배분,스페셜 저지,275,863,45.53
1954,화학실험,분류,35,113,41.176
1955,수식 표현,분류,51,344,18.28
1956,운동,분류,2296,6298,46.695
1957,앉았다 일어나기,분류,8,31,42.105
1958,LCS 3,분류,1703,4533,49.65
1959,달팽이3,,110,606,28.278
1960,행렬만들기,"스페셜 저지,분류",90,443,30.303
1963,소수 경로,"출처,다국어,분류",3926,9948,55.585
1964,"오각형, 오각형, 오각형…",분류,2541,6537,46.547
1965,상자넣기,분류,4734,12320,47.998
1966,프린터 큐,"출처,다국어,분류",11559,27320,55.296
1967,트리의 지름,분류,4371,14574,45.703
1968,우체부,스페셜 저지,10,30,40.0
1969,DNA,"출처,다국어,분류",1768,3818,57.272
1970,건배,"출처,다국어,분류",104,447,38.662
1971,High Spies,"출처,다국어",0,0,0.0
1972,놀라운 문자열,"출처,다국어,분류",303,604,59.412
1973,버스 노선,"스페셜 저지,출처,다국어",2,74,7.143
1975,Number Game,분류,399,1335,40.965
1976,여행 가자,분류,3720,13109,38.311
1977,완전제곱수,"출처,분류",6618,15673,47.217
1978,소수 찾기,분류,25847,66788,48.24
1979,극적인 곱셈,"출처,다국어,분류",52,235,33.121
1980,햄버거 사랑,분류,105,346,44.681
1981,배열에서 이동,"출처,다국어,분류",769,4845,23.296
1982,호텔예약,"출처,다국어,분류",25,161,21.552
1983,숫자 박스,"출처,분류",291,1556,27.12
1985,디지털 친구,"출처,다국어,분류",35,106,51.471
1986,체스,"출처,다국어",354,1075,43.013
1987,알파벳,"출처,다국어,분류",9286,47827,29.45
1988,낮잠 시간,"출처,다국어,분류",58,167,44.615
1989,부분배열 고르기 2,"스페셜 저지,출처,다국어,분류",86,357,31.047
1990,소수인팰린드롬,분류,337,2059,28.559
1991,트리 순회,분류,10731,22698,63.452
1992,쿼드트리,분류,8408,17992,59.02
1993,경주,"출처,다국어,분류",8,17,66.667
1994,등차수열,분류,216,1206,26.933
1995,폐쇄회로,,5,49,35.714
1996,지뢰 찾기,,441,873,63.636
1997,박스포장,"출처,다국어,분류",10,43,71.429
1998,이미지 압축,"출처,다국어",18,170,16.822
1999,최대최소,분류,53,243,33.758
